Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-09T05:00:00.000Z,137.1000061035,139.9400024414,136.5,138.9299926758,11022700,0.0,0.0
2026-02-10T05:00:00.000Z,138.1499938965,140.4100036621,136.7899932861,140.0899963379,9762900,0.0,0.0
2026-02-11T05:00:00.000Z,140.0299987793,142.3899993896,139.1100006104,141.0399932861,9379300,0.0,0.0
2026-02-12T05:00:00.000Z,140.8600006104,141.5,136.7400054932,138.4700012207,12416600,0.0,0.0
2026-02-13T05:00:00.000Z,137.1199951172,141.4799957275,136.7400054932,140.6999969482,13132800,0.0,0.0
