Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-09T05:00:00.000Z,409.9100036621,421.25,407.2900085449,417.3200073242,54484300,0.0,0.0
2026-02-10T05:00:00.000Z,418.0799865723,427.25,417.0,425.2099914551,64450200,0.0,0.0
2026-02-11T05:00:00.000Z,427.9599914551,436.3500061035,420.0299987793,428.2699890137,57362000,0.0,0.0
2026-02-12T05:00:00.000Z,430.299987793,436.2300109863,414.0,417.0700073242,61933400,0.0,0.0
2026-02-13T05:00:00.000Z,414.3099975586,424.0599975586,410.8800048828,417.4400024414,51351200,0.0,0.0
