Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-09T05:00:00.000Z,330.7699890137,352.3399963379,330.6499938965,343.9400024414,30091000,0.0,0.0
2026-02-10T05:00:00.000Z,347.4700012207,348.0100097656,339.8399963379,340.4400024414,19542700,0.0,0.0
2026-02-11T05:00:00.000Z,346.799987793,347.200012207,333.7399902344,342.7600097656,17004700,0.0,0.0
2026-02-12T05:00:00.000Z,343.8299865723,346.2900085449,329.5599975586,331.1700134277,22007300,0.0,0.0
2026-02-13T05:00:00.000Z,329.8500061035,334.3200073242,324.6900024414,325.1700134277,18379500,0.0,0.0
