Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-09T05:00:00.000Z,184.2599945068,193.6600036621,183.9499969482,190.0399932861,196387400,0.0,0.0
2026-02-10T05:00:00.000Z,191.3800048828,192.4799957275,188.1199951172,188.5399932861,136764800,0.0,0.0
2026-02-11T05:00:00.000Z,192.4499969482,193.2599945068,188.7700042725,190.0500030518,144192700,0.0,0.0
2026-02-12T05:00:00.000Z,193.0299987793,193.6100006104,186.5099945068,186.9400024414,189932500,0.0,0.0
2026-02-13T05:00:00.000Z,187.4799957275,187.5,181.5899963379,182.8099975586,161647400,0.0,0.0
