address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
5775 Morehouse Drive,San Diego,CA,92121-1714,United States,858 587 1121,https://www.qualcomm.com,Semiconductors,semiconductors,Semiconductors,Technology,technology,Technology,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. It operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software with connectivity and computing technologies for use in mobile devices; automotive systems for connectivity, digital cockpit, and ADAS/AD; and IoT, including consumer electronic devices, industrial devices, and edge networking products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing LTE, and/or OFDMA-based 5G products and derivatives; to use cellular standard-essential patents, including 3G, 4G and 5G for cellular devices. The QSI segment invests in early-stage companies in various industries, including 5G, artificial intelligence, automotive, consumer, enterprise, cloud, IoT, and extended reality, and investments, including non-marketable equity securities and, to a lesser extent, marketable equity securities, and convertible debt instruments. It also provides development, and other services and sells related products to the United States government agencies and their contractors. In addition, the company is also involved in Qualcomm government technologies and data center businesses. QUALCOMM Incorporated was incorporated in 1985 and is headquartered in San Diego, California.",52000,"[{'maxAge': 1, 'name': 'Mr. Cristiano Renno Amon', 'age': 55, 'title': 'CEO, President & Director', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 5539054, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Akash  Palkhiwala', 'age': 49, 'title': 'Executive VP, CFO & COO', 'yearBorn': 1976, 'fiscalYear': 2025, 'totalPay': 2629426, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ann N. Cathcart Chaplin', 'age': 52, 'title': 'Executive VP, General Counsel & Corporate Secretary', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 1912775, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alexander H. Rogers J.D.', 'age': 68, 'title': 'Executive VP, President of Qualcomm Technology Licensing (QTL) & Global Affairs', 'yearBorn': 1957, 'fiscalYear': 2025, 'totalPay': 2349262, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Baaziz  Achour', 'age': 63, 'title': 'Executive VP & Chief Technology Officer of Qualcomm Technologies, Inc.', 'yearBorn': 1962, 'fiscalYear': 2025, 'totalPay': 2707484, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Patricia Y. Grech', 'age': 53, 'title': 'Senior VP & Chief Accounting Officer', 'yearBorn': 1972, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brett William Simpson', 'age': 51, 'title': 'Senior Vice President of Investor Relations', 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Don  McGuire', 'title': 'Executive VP & Chief Marketing Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Colin  Ryan', 'title': 'Executive VP and Chief Strategy & Corporate Development Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Heather  Ace J.D.', 'age': 55, 'title': 'Executive VP & Chief Human Resources Officer', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 2952043, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,2,5,5,2,1769904000,1767139200,http://www.qualcomm.com/connect/investor-relations,[],86400,2,138.47,137.44,136.74,141.48,138.47,137.44,136.74,141.48,3.56,2.53,1772668800,0.7097,2.1,1.238,28.30986,12.445335,13134422,13134422,9460745,14129550,14129550,140.6,140.85,3,2,150273949696,120.8,205.95,230.63,0.390625,3.3493204,164.2466,160.74405,3.52,0.025420668,USD,False,153121898496,0.11958,1064705950,1067000000,34252436,29658048,1767139200,1769731200,0.0321,0.00133,0.81858003,3.87,0.0358,1068045102,21.483,6.5493646,1759017600,1790553600,1766880000,-0.055,5365000192,4.97,11.30544,2:1,1092614400,3.413,11.125,-0.18970281,0.11527538,0.89,1764806400,EQUITY,140.7,200.0,132.0,160.11111,155.0,2.54054,hold,27,11822000128,11.08,13763999744,14817000448,1.626,2.505,44866998272,64.218,41.314,0.14047,0.2148,24721999872,10423374848,14389999616,-0.018,0.05,0.55101,0.30677,0.27473,USD,QCOM,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,QUALCOMM Incorporated,QUALCOMM Incorporated,1.610454,140.7,True,692634600000,-0.44775382,140.07,-0.6299896,2.2299957,136.74 - 141.48,NasdaqGS,9460745,19.899994,0.16473505,120.8 - 205.95,-65.25,-0.31682447,-18.970282,1774483200,1770238800,1777496400,1777496400,1770241500,1770241500,True,4.97,11.30544,11.14756,12.621595,-23.5466,-0.14336127,-20.044052,-0.12469545,15,0,2.5 - Hold,False,[],1771030717,1771016401,NMS,finmb_33493,America/New_York,EST,-18000000,us_market,False,0.5737
